,longitude,latitude,median_house_value,population
3947,-118.61,34.21,180500.0,778.0
5165,-118.29,33.95,93200.0,1468.0
7241,-118.12,34.0,173800.0,2385.0
10792,-117.92,33.63,490800.0,553.0
4918,-118.26,34.0,104200.0,1776.0
5513,-118.41,33.99,276100.0,632.0
15902,-122.41,37.75,254700.0,1430.0
3589,-118.45,34.25,212300.0,1207.0
2480,-120.27,36.29,87500.0,1376.0
3171,-119.57,36.44,94200.0,1123.0
17805,-121.87,37.38,163500.0,722.0
10679,-117.8,33.52,500001.0,519.0
6660,-118.13,34.15,125000.0,739.0
467,-122.28,37.87,182300.0,571.0
4949,-118.3,34.01,111700.0,818.0
7852,-118.15,33.88,146000.0,2688.0
3571,-118.51,34.25,500001.0,1514.0
3532,-118.53,34.27,320500.0,896.0
2878,-118.97,35.38,48000.0,1038.0
826,-122.09,37.63,168800.0,992.0
12438,-116.19,33.67,67500.0,1994.0
6515,-118.04,34.07,173100.0,2536.0
9651,-120.65,37.09,150000.0,595.0
16065,-122.48,37.75,329200.0,1052.0
19276,-122.74,38.42,141000.0,1073.0
3405,-118.36,34.26,378000.0,1598.0
19889,-119.16,36.31,80200.0,1608.0
5589,-118.3,33.79,203300.0,1790.0
18607,-122.09,37.21,394900.0,822.0
2171,-119.87,36.78,84500.0,3406.0
5382,-118.41,34.03,327300.0,2435.0
11365,-117.95,33.74,201200.0,1182.0
15858,-122.39,37.76,162500.0,88.0
10356,-117.67,33.6,266000.0,1517.0
20240,-119.25,34.27,221200.0,382.0
3394,-118.3,34.26,176500.0,809.0
482,-122.27,37.86,206300.0,494.0
8985,-118.44,33.98,500001.0,7431.0
5943,-117.88,34.14,186700.0,924.0
17437,-120.45,34.64,112500.0,484.0
13632,-117.34,34.07,90500.0,1100.0
11292,-117.93,33.79,190800.0,1240.0
12010,-117.55,33.9,198800.0,871.0
2621,-124.05,40.94,165600.0,516.0
8786,-118.34,33.78,500001.0,4168.0
7912,-118.08,33.89,145700.0,2045.0
11804,-121.3,38.89,91300.0,793.0
5035,-118.34,33.99,140400.0,1170.0
13373,-117.5,34.12,191700.0,4436.0
2703,-115.57,32.84,61100.0,804.0
14774,-117.08,32.59,153000.0,2441.0
3200,-119.65,36.35,85500.0,1378.0
9995,-121.03,39.14,164500.0,1275.0
6072,-117.85,34.08,386200.0,467.0
3,-122.25,37.85,341300.0,558.0
3979,-118.61,34.19,246400.0,1790.0
13188,-117.7,34.09,121800.0,1098.0
14528,-117.14,32.92,132500.0,1541.0
5174,-118.27,33.95,98000.0,902.0
3588,-118.54,34.23,241400.0,1318.0
4153,-118.2,34.11,171300.0,791.0
18986,-121.94,38.37,120100.0,2899.0
5304,-118.46,34.07,500001.0,850.0
8468,-118.33,33.91,192700.0,7211.0
17084,-122.2,37.47,232800.0,1587.0
19156,-122.69,38.35,191800.0,921.0
17786,-121.82,37.37,196300.0,445.0
4119,-118.2,34.14,293900.0,1842.0
344,-122.18,37.75,84600.0,652.0
5293,-118.43,34.07,500001.0,1251.0
4073,-118.47,34.14,500001.0,1390.0
18887,-122.24,38.11,107300.0,1277.0
19281,-122.73,38.42,150000.0,884.0
17510,-121.92,37.34,204200.0,377.0
17474,-119.89,34.44,268300.0,1669.0
13781,-117.04,34.02,103500.0,1851.0
7298,-118.21,33.98,161500.0,2212.0
9114,-118.22,34.63,222400.0,5839.0
11209,-117.9,33.82,166900.0,1003.0
11031,-117.84,33.78,229200.0,1086.0
3623,-118.45,34.24,205900.0,2343.0
20007,-119.03,36.13,95500.0,1169.0
8094,-118.21,33.82,162500.0,723.0
8192,-118.12,33.79,240700.0,738.0
2195,-120.04,36.79,82800.0,671.0
12339,-116.57,33.84,230200.0,2009.0
4564,-118.26,34.07,185900.0,2382.0
4847,-118.31,34.02,105800.0,931.0
42,-122.26,37.84,118800.0,462.0
9934,-122.31,38.27,194400.0,783.0
19284,-122.73,38.37,183300.0,841.0
1522,-122.07,37.91,292500.0,638.0
4442,-118.21,34.09,144200.0,1780.0
8902,-118.48,34.04,500001.0,610.0
5112,-118.29,33.97,134200.0,1319.0
2112,-119.74,36.76,52800.0,842.0
7109,-118.0,33.89,188700.0,578.0
10413,-117.64,33.66,204000.0,2597.0
795,-122.08,37.64,179500.0,1109.0
12510,-121.42,38.55,98900.0,115.0
8735,-118.31,33.82,279900.0,1902.0
18241,-122.09,37.39,327700.0,1029.0
6831,-118.12,34.09,208000.0,2719.0
18919,-122.16,38.05,208300.0,926.0
3334,-122.65,38.92,112500.0,20.0
14705,-117.06,32.81,234700.0,1694.0
15612,-116.76,32.74,214500.0,2129.0
4013,-118.6,34.16,338500.0,1628.0
17110,-122.21,37.46,500001.0,577.0
10430,-117.64,33.45,284100.0,130.0
9400,-122.56,37.91,500001.0,755.0
3707,-118.39,34.2,181300.0,3483.0
18961,-122.04,38.25,125000.0,241.0
5436,-118.43,34.01,412500.0,2242.0
2325,-119.71,36.82,112500.0,1320.0
18807,-121.64,40.9,90300.0,834.0
9477,-123.37,39.43,96000.0,1281.0
46,-122.26,37.83,142500.0,616.0
20462,-118.76,34.28,266300.0,1114.0
4751,-118.32,34.04,165000.0,1140.0
13298,-117.64,34.08,118000.0,729.0
5564,-118.29,33.91,156400.0,1416.0
16016,-122.46,37.73,426800.0,1276.0
17131,-122.15,37.46,308600.0,2678.0
11752,-121.21,38.76,239200.0,792.0
2308,-119.75,36.83,109400.0,1411.0
13498,-117.32,34.14,66600.0,1457.0
10540,-117.71,33.47,368500.0,1490.0
17953,-121.98,37.33,330500.0,1506.0
16847,-122.41,37.61,273600.0,1479.0
8814,-118.33,33.77,500001.0,1534.0
18675,-121.88,36.96,321100.0,2304.0
19188,-122.67,38.45,242600.0,1027.0
20214,-119.25,34.28,231900.0,703.0
17375,-120.42,34.96,151400.0,1386.0
15146,-116.94,32.89,227800.0,1078.0
11503,-118.09,33.75,380000.0,2615.0
2915,-119.06,35.36,95200.0,409.0
11325,-117.96,33.76,193900.0,2126.0
18483,-121.62,37.09,260700.0,1030.0
7250,-118.12,33.99,191000.0,1777.0
13552,-117.31,34.11,64900.0,731.0
14894,-117.06,32.61,128300.0,2609.0
8352,-118.33,33.96,189800.0,2636.0
3470,-118.46,34.29,183300.0,3151.0
10021,-121.25,39.17,151800.0,411.0
15361,-117.24,33.34,257300.0,1354.0
2794,-117.9,36.95,137500.0,51.0
19503,-121.02,37.66,125000.0,806.0
708,-122.07,37.68,218100.0,1280.0
819,-122.07,37.63,168100.0,1175.0
9683,-118.99,37.63,231800.0,483.0
3035,-119.19,35.41,149000.0,1399.0
11297,-117.91,33.79,170300.0,2759.0
17512,-121.92,37.34,391300.0,1087.0
3794,-118.37,34.16,282300.0,774.0
14488,-117.25,32.86,500001.0,594.0
4520,-118.2,34.04,135400.0,547.0
16160,-122.49,37.78,328400.0,1419.0
4671,-118.29,34.05,350000.0,1143.0
11299,-117.93,33.78,182300.0,2187.0
8816,-118.32,33.75,500001.0,366.0
7144,-118.13,34.02,192000.0,565.0
4191,-118.22,34.12,240800.0,750.0
4296,-118.28,34.09,175000.0,664.0
4884,-118.26,34.02,126400.0,1499.0
14174,-117.06,32.75,125900.0,1317.0
10191,-117.94,33.86,194700.0,1394.0
644,-122.13,37.73,341800.0,686.0
15148,-116.93,32.87,211900.0,1561.0
13890,-116.14,34.45,137500.0,11139.0
14425,-117.25,32.8,270600.0,490.0
14578,-117.2,32.82,172300.0,1392.0
14351,-117.21,32.75,262100.0,1118.0
8059,-118.2,33.85,149100.0,2286.0
8965,-118.39,34.0,339100.0,1104.0
8694,-118.33,33.86,248600.0,561.0
16574,-121.42,37.75,128700.0,683.0
11640,-118.06,33.83,343900.0,1897.0
8225,-118.2,33.78,175000.0,1545.0
5456,-118.47,34.0,287500.0,891.0
16700,-120.61,35.1,143600.0,2015.0
8743,-118.32,33.81,346200.0,1140.0
8135,-118.13,33.82,232200.0,815.0
15537,-117.11,33.12,200000.0,59.0
15208,-117.07,33.0,241500.0,3775.0
12810,-121.47,38.61,67500.0,850.0
10045,-121.0,39.23,191700.0,1267.0
19196,-122.7,38.44,178300.0,401.0
1430,-122.02,38.0,178200.0,1591.0
13485,-117.37,34.13,133200.0,3114.0
6350,-117.95,34.16,273800.0,3538.0
16493,-121.09,38.03,152200.0,1021.0
18948,-121.98,38.29,187100.0,4010.0
10951,-117.86,33.75,137500.0,3356.0
13320,-117.67,34.06,110400.0,1182.0
4307,-118.31,34.09,240600.0,3678.0
8247,-118.19,33.78,162500.0,1083.0
11773,-121.28,38.75,83800.0,189.0
7899,-118.05,33.86,265600.0,1985.0
11567,-118.02,33.77,211500.0,1520.0
13735,-117.2,34.04,173400.0,676.0
8909,-118.48,34.03,310000.0,414.0
2856,-118.95,35.41,99500.0,1889.0
11330,-117.95,33.76,191400.0,3196.0
7917,-118.07,33.87,220100.0,1613.0
6959,-118.07,34.0,167300.0,2117.0
19836,-119.4,36.53,65000.0,1524.0
14176,-117.07,32.72,141800.0,987.0
4037,-118.53,34.16,290600.0,1623.0
17176,-122.47,37.5,319200.0,404.0
19038,-122.0,38.36,118800.0,1390.0
5709,-118.23,34.21,200000.0,693.0
5792,-118.24,34.14,219500.0,2929.0
17325,-120.11,34.66,289400.0,631.0
4983,-118.3,34.0,116400.0,982.0
7840,-118.17,33.91,162300.0,1237.0
12754,-121.37,38.61,114100.0,329.0
2117,-119.73,36.76,71300.0,886.0
7748,-118.14,33.92,190500.0,1799.0
668,-122.15,37.69,197300.0,703.0
1162,-121.52,39.51,72200.0,1688.0
5031,-118.32,33.98,103300.0,921.0
2579,-124.05,40.85,143000.0,1005.0
15459,-117.27,33.15,244900.0,10877.0
8818,-118.32,33.77,500001.0,259.0
7270,-118.23,33.98,183300.0,1439.0
17411,-120.64,34.97,86100.0,1911.0
431,-122.29,37.88,218400.0,824.0
4935,-118.27,34.0,110800.0,1213.0
6306,-117.89,33.99,211300.0,1784.0
11544,-118.04,33.76,338800.0,878.0
10039,-121.03,39.21,123100.0,1310.0
19372,-120.79,37.82,269500.0,1809.0
5459,-118.47,33.99,321400.0,1491.0
3128,-117.98,35.13,81900.0,2504.0
5305,-118.46,34.07,500001.0,913.0
4373,-118.27,34.1,304600.0,793.0
13142,-121.5,38.34,72900.0,569.0
7303,-118.19,33.98,158000.0,1257.0
16269,-121.25,37.95,62200.0,1384.0
10072,-120.17,39.33,116300.0,195.0
11958,-117.4,33.9,314100.0,508.0
6328,-117.92,33.98,362500.0,8907.0
14468,-117.26,32.85,500001.0,978.0
315,-122.19,37.76,74100.0,630.0
7185,-118.17,34.04,150000.0,682.0
15925,-122.44,37.73,270000.0,1485.0
16518,-121.21,37.8,120800.0,160.0
1419,-122.05,37.97,250000.0,65.0
2554,-124.18,40.78,72200.0,656.0
18210,-122.06,37.39,375000.0,8.0
18595,-122.12,37.09,239600.0,661.0
10525,-117.7,33.56,183300.0,1033.0
7015,-118.08,33.97,161200.0,590.0
15966,-122.45,37.71,251000.0,2204.0
3169,-118.91,35.24,45500.0,2949.0
15879,-122.41,37.75,178100.0,2034.0
9925,-122.33,38.31,258900.0,2768.0
293,-122.16,37.77,145800.0,857.0
20638,-121.32,39.43,84700.0,741.0
11474,-117.99,33.71,216700.0,1803.0
12761,-121.4,38.63,130400.0,1577.0
19011,-122.0,38.35,158500.0,300.0
12968,-121.33,38.7,117800.0,1004.0
20470,-118.74,34.27,215000.0,1488.0
907,-121.99,37.55,268600.0,1106.0
3233,-119.63,36.18,100000.0,171.0
6977,-118.02,33.98,332700.0,707.0
6340,-117.9,33.98,186700.0,7228.0
1994,-119.77,36.73,53000.0,1286.0
1704,-122.3,37.97,149700.0,911.0
5478,-118.45,34.0,345800.0,862.0
12957,-121.32,38.69,124500.0,6000.0
977,-121.88,37.64,475800.0,514.0
15995,-122.46,37.75,500001.0,622.0
18352,-122.13,37.39,500001.0,1248.0
10909,-117.86,33.74,175900.0,926.0
621,-122.17,37.73,183300.0,620.0
10772,-117.89,33.66,253100.0,1279.0
5996,-117.73,34.09,117800.0,1355.0
12134,-117.16,33.92,143500.0,1610.0
15771,-122.44,37.77,500001.0,1494.0
1153,-121.46,39.54,142300.0,1822.0
7477,-118.21,33.93,121000.0,1769.0
9326,-122.53,37.97,268800.0,621.0
586,-122.1,37.72,330200.0,922.0
4509,-118.2,34.05,121800.0,1526.0
6444,-118.03,34.11,416900.0,988.0
11098,-117.88,33.83,266700.0,750.0
7136,-118.1,34.02,189400.0,653.0
4031,-118.54,34.17,443600.0,1034.0
7038,-118.09,33.96,163000.0,1407.0
6315,-117.99,34.0,382500.0,1371.0
14903,-117.07,32.6,106300.0,983.0
18810,-121.67,40.89,57800.0,1118.0
9660,-121.18,41.31,57500.0,829.0
14410,-117.23,32.79,238000.0,989.0
8025,-118.11,33.84,218900.0,717.0
5042,-118.32,33.98,118600.0,901.0
6619,-118.13,34.18,309100.0,603.0
852,-122.02,37.59,213200.0,855.0
11276,-117.98,33.78,180200.0,2901.0
8937,-118.47,34.01,470800.0,1019.0
12209,-117.02,33.6,337200.0,964.0
12110,-117.35,34.01,95300.0,1938.0
1339,-121.89,38.01,103900.0,2362.0
20325,-119.04,34.28,500001.0,863.0
14339,-117.17,32.73,215000.0,879.0
3461,-118.45,34.32,189400.0,1952.0
4772,-118.34,34.04,171400.0,987.0
15991,-122.47,37.75,357000.0,1095.0
736,-122.14,37.67,196200.0,641.0
4930,-118.25,33.99,98500.0,2496.0
3931,-118.59,34.21,178800.0,1986.0
10144,-117.9,33.91,226600.0,1227.0
7885,-118.14,33.87,171400.0,4396.0
450,-122.27,37.88,271400.0,1372.0
12620,-121.53,38.5,216800.0,1365.0
3341,-122.68,38.76,67900.0,302.0
11976,-117.44,33.99,171300.0,5008.0
4770,-118.35,34.03,110900.0,537.0
3538,-118.51,34.26,332500.0,1109.0
14054,-117.13,32.75,150000.0,1166.0
19027,-122.0,38.38,173400.0,1043.0
18545,-122.04,36.97,237500.0,570.0
2988,-119.02,35.33,65800.0,1193.0
3463,-118.45,34.31,173100.0,977.0
16072,-122.49,37.75,321200.0,1041.0
17594,-121.91,37.3,265000.0,185.0
1144,-121.41,39.72,87500.0,730.0
3507,-118.46,34.26,210300.0,738.0
17952,-121.96,37.34,247800.0,293.0
5732,-118.19,34.16,375700.0,735.0
1237,-120.37,38.25,113700.0,1149.0
17155,-122.23,37.42,500001.0,512.0
2950,-118.99,35.35,45600.0,1109.0
9585,-120.48,37.32,130600.0,1737.0
8280,-118.15,33.78,198600.0,2176.0
8888,-118.49,34.03,436700.0,1985.0
12792,-121.46,38.65,92600.0,1787.0
41,-122.26,37.83,150000.0,517.0
8756,-118.36,33.81,359900.0,881.0
14469,-117.25,32.83,500001.0,704.0
9443,-119.81,37.67,93800.0,79.0
12822,-121.59,38.69,383300.0,229.0
13119,-121.29,38.36,191700.0,1148.0
17645,-121.91,37.26,267200.0,2290.0
16704,-120.56,35.07,280200.0,2866.0
2034,-119.75,36.73,52100.0,1685.0
1123,-121.58,39.76,110200.0,1110.0
2315,-119.69,36.86,164600.0,786.0
9298,-122.56,38.03,324800.0,815.0
12969,-121.33,38.69,122700.0,1635.0
14399,-117.25,32.75,216700.0,645.0
2617,-124.11,40.93,73600.0,1298.0
16825,-122.49,37.63,254100.0,398.0
7356,-118.16,33.96,187500.0,2480.0
1347,-121.92,38.01,166000.0,879.0
16553,-121.24,37.82,157900.0,3378.0
8466,-118.34,33.92,193800.0,740.0
2312,-119.74,36.85,140800.0,4432.0
2534,-122.05,39.6,95300.0,958.0
20500,-118.7,34.3,227000.0,756.0
17061,-122.24,37.49,265600.0,2561.0
17397,-120.45,34.95,90200.0,1772.0
6880,-118.09,34.07,183200.0,568.0
15138,-116.92,32.82,184600.0,1458.0
90,-122.27,37.8,162500.0,800.0
12482,-121.5,38.58,125000.0,1570.0
35,-122.27,37.83,97200.0,570.0
4356,-118.36,34.09,355300.0,1061.0
9902,-122.27,38.28,136200.0,766.0
4836,-118.29,34.04,125000.0,702.0
18391,-121.87,37.27,305600.0,1542.0
7348,-118.16,33.97,176600.0,1890.0
8665,-118.39,33.84,348600.0,965.0
705,-122.04,37.66,299200.0,867.0
2207,-119.86,36.81,72100.0,1804.0
7518,-118.25,33.91,109500.0,963.0
6693,-118.08,34.14,281100.0,1149.0
7881,-118.12,33.87,156300.0,1919.0
10992,-117.81,33.73,234200.0,1508.0
3211,-119.66,36.34,59700.0,859.0
15077,-116.99,32.81,250000.0,4439.0
4291,-118.3,34.1,203300.0,1964.0
6659,-118.13,34.15,173100.0,1252.0
15609,-116.91,32.73,300300.0,2048.0
8509,-118.31,33.88,238000.0,1036.0
17752,-121.83,37.32,179000.0,5124.0
7802,-118.1,33.9,166000.0,776.0
6188,-117.92,34.1,160700.0,1933.0
15430,-117.24,33.2,147500.0,1045.0
5952,-117.85,34.12,192100.0,2524.0
2002,-119.78,36.75,56400.0,1515.0
4325,-118.36,34.08,304800.0,794.0
3993,-118.57,34.18,439800.0,1243.0
3265,-122.95,39.13,137500.0,225.0
15521,-117.07,33.13,137500.0,612.0
4774,-118.34,34.04,134600.0,1203.0
15821,-122.42,37.75,262500.0,1008.0
12846,-121.37,38.68,83400.0,937.0
2676,-115.59,32.96,113500.0,473.0
3207,-119.63,36.34,71400.0,699.0
19094,-122.6,38.24,204500.0,741.0
6913,-117.98,33.95,282400.0,1758.0
7466,-118.19,33.93,145700.0,1227.0
18224,-122.09,37.4,264700.0,1036.0
16861,-122.42,37.63,275000.0,30.0
15551,-117.09,33.11,171600.0,891.0
12068,-117.54,33.82,216700.0,75.0
7782,-118.06,33.91,180700.0,1489.0
1866,-119.94,38.96,212500.0,467.0
2221,-119.84,36.82,167700.0,996.0
2930,-119.0,35.36,42500.0,805.0
14639,-117.19,32.79,238400.0,777.0
13008,-121.29,38.68,144000.0,921.0
2929,-119.0,35.36,43600.0,764.0
10424,-117.63,33.45,363500.0,1571.0
651,-122.13,37.72,186200.0,1006.0
2699,-115.38,32.81,67500.0,950.0
11624,-118.05,33.82,159600.0,732.0
3806,-118.45,34.21,195600.0,2172.0
15013,-117.05,32.76,154800.0,2076.0
4015,-118.58,34.15,450700.0,1422.0
12639,-121.45,38.53,69900.0,1142.0
14233,-117.01,32.7,132200.0,1304.0
10598,-117.8,33.69,328000.0,873.0
16114,-122.5,37.74,272800.0,1640.0
12319,-116.71,33.94,66300.0,209.0
12813,-121.49,38.63,129300.0,5634.0
19981,-119.1,36.19,77100.0,713.0
17,-122.27,37.85,155500.0,648.0
4438,-118.2,34.08,126000.0,1699.0
17653,-121.88,37.25,240300.0,631.0
7172,-118.18,34.05,133000.0,925.0
12834,-121.44,38.69,94900.0,1512.0
8197,-118.14,33.8,203900.0,1230.0
2724,-115.55,32.8,61000.0,580.0
6002,-117.76,34.08,139200.0,1677.0
4822,-118.31,34.05,229200.0,1513.0
14684,-117.08,32.83,260600.0,4446.0
4337,-118.31,34.08,251100.0,1603.0
17592,-121.91,37.3,327600.0,446.0
647,-122.12,37.71,167900.0,552.0
14572,-117.21,32.82,212000.0,866.0
10881,-117.89,33.71,233300.0,2663.0
9334,-122.68,38.01,255400.0,825.0
1321,-121.86,38.04,67500.0,188.0
14355,-117.22,32.75,162000.0,251.0
16733,-120.64,35.47,117200.0,936.0
1905,-119.96,38.84,109700.0,828.0
20578,-121.81,38.84,275000.0,238.0
10034,-121.08,39.21,111800.0,1319.0
14568,-117.21,32.83,166000.0,806.0
19884,-119.09,36.35,92700.0,1580.0
20304,-119.18,34.16,186000.0,1480.0
3315,-122.78,38.97,97300.0,2144.0
5719,-118.24,34.22,241300.0,1232.0
17629,-121.92,37.25,258500.0,1826.0
1429,-122.03,37.98,138200.0,1261.0
20480,-118.7,34.28,196100.0,1200.0
17023,-122.32,37.52,419200.0,1611.0
217,-122.21,37.79,138800.0,859.0
15804,-122.44,37.76,376600.0,945.0
8103,-118.22,33.8,165100.0,1764.0
15300,-117.36,33.18,181800.0,2372.0
1396,-122.07,37.97,211800.0,856.0
7589,-118.23,33.9,112500.0,840.0
14213,-117.05,32.69,144300.0,695.0
14708,-117.06,32.8,222000.0,973.0
2725,-115.55,32.79,53600.0,692.0
1739,-122.33,37.97,130800.0,1179.0
19124,-122.65,38.24,227600.0,1431.0
15736,-122.43,37.78,275000.0,577.0
8421,-118.35,33.93,191900.0,2394.0
13553,-117.31,34.11,64100.0,816.0
12321,-116.61,33.93,68100.0,157.0
17647,-121.91,37.26,255200.0,1989.0
20497,-118.7,34.3,244100.0,1284.0
18178,-122.0,37.36,337000.0,1880.0
5635,-118.28,33.75,208300.0,1916.0
16012,-122.47,37.74,500001.0,735.0
11761,-121.26,38.73,172100.0,1527.0
19979,-118.73,36.01,128900.0,1910.0
16600,-120.69,35.65,144900.0,2352.0
13809,-117.01,34.9,72000.0,1326.0
18893,-122.23,38.13,142900.0,2459.0
18044,-121.97,37.24,436100.0,1117.0
7828,-118.14,33.91,204200.0,1371.0
10193,-117.95,33.86,195700.0,1066.0
12667,-121.43,38.48,90500.0,2299.0
11309,-117.96,33.78,236100.0,1528.0
6178,-117.91,34.08,186900.0,861.0
1838,-122.3,37.9,162500.0,880.0
20111,-120.2,37.8,112500.0,446.0
2879,-118.97,35.37,58000.0,1781.0
8034,-118.13,33.84,307400.0,881.0
8929,-118.48,34.01,353800.0,719.0
9272,-122.59,38.13,290900.0,601.0
14378,-117.28,32.73,358600.0,783.0
387,-122.29,37.89,246200.0,870.0
20021,-119.06,36.08,72100.0,1301.0
19048,-121.83,38.45,107500.0,1154.0
13636,-117.32,34.09,78600.0,1034.0
20292,-119.18,34.17,187600.0,1746.0
1035,-120.88,38.45,97900.0,657.0
8046,-118.17,33.84,186600.0,791.0
7753,-118.11,33.91,196900.0,1561.0
2448,-119.53,36.55,111500.0,1041.0
841,-122.08,37.59,156300.0,1367.0
7638,-118.29,33.81,218200.0,3993.0
10149,-117.91,33.9,293500.0,383.0
16408,-121.23,37.95,59000.0,1342.0
5566,-118.29,33.92,162800.0,1735.0
4921,-118.25,34.0,102900.0,1292.0
2767,-115.99,33.4,54300.0,515.0
13268,-117.66,34.09,166300.0,593.0
4572,-118.27,34.07,152500.0,2071.0
3425,-118.43,34.28,142600.0,2054.0
7293,-118.23,33.98,150000.0,2160.0
12767,-121.42,38.61,84400.0,589.0
4339,-118.29,34.08,210000.0,557.0
9682,-118.97,37.64,137500.0,238.0
16088,-122.47,37.72,350000.0,564.0
11709,-120.18,39.14,171900.0,248.0
3434,-118.43,34.25,143100.0,1630.0
7691,-118.11,33.95,452300.0,941.0
13352,-117.62,34.03,176000.0,2240.0
12864,-121.34,38.69,112700.0,1553.0
2065,-119.78,36.65,68400.0,706.0
11337,-117.97,33.75,190700.0,2709.0
14717,-117.06,32.79,331800.0,771.0
1444,-121.99,37.98,184000.0,969.0
9680,-118.97,37.64,162500.0,575.0
1372,-122.11,38.01,129400.0,718.0
278,-122.19,37.79,172800.0,546.0
14530,-117.13,32.92,191100.0,917.0
11388,-117.98,33.65,294900.0,1598.0
19345,-122.82,38.64,188600.0,1117.0
19984,-119.33,36.19,63800.0,332.0
513,-122.23,37.82,466100.0,1005.0
4170,-118.21,34.1,186800.0,3348.0
14912,-117.05,32.61,139300.0,1145.0
4333,-118.32,34.08,330300.0,754.0
17598,-121.89,37.3,284800.0,825.0
6903,-118.14,34.04,198800.0,1120.0
2380,-119.52,36.71,69300.0,1120.0
14044,-117.14,32.76,145500.0,1246.0
7771,-118.09,33.92,166200.0,1491.0
11373,-117.97,33.68,273800.0,865.0
16508,-121.1,37.8,149000.0,958.0
17899,-121.98,37.37,215400.0,1062.0
5548,-118.37,33.97,287800.0,847.0
8064,-118.19,33.83,406300.0,815.0
20257,-119.16,34.2,160300.0,3504.0
10613,-117.8,33.67,240000.0,1179.0
12800,-121.46,38.61,60900.0,464.0
7301,-118.19,33.99,142300.0,1129.0
19740,-122.38,40.09,84800.0,1155.0
20306,-119.17,34.16,205400.0,4066.0
15828,-122.43,37.75,396800.0,1181.0
19246,-122.73,38.46,135400.0,2323.0
13431,-117.42,34.1,115400.0,2231.0
9189,-118.12,34.23,162500.0,147.0
4032,-118.54,34.17,425000.0,1815.0
14827,-117.09,32.66,114300.0,1086.0
18347,-122.16,37.42,500001.0,2571.0
6577,-118.21,34.22,500001.0,941.0
19999,-119.31,36.06,48700.0,1405.0
17945,-121.95,37.33,294700.0,740.0
6667,-118.1,34.17,300500.0,2296.0
15276,-117.3,33.08,343200.0,1389.0
15490,-117.19,33.14,92000.0,1677.0
17619,-121.93,37.27,278100.0,1387.0
6074,-117.86,34.08,380900.0,1003.0
10774,-117.9,33.64,339800.0,1081.0
12598,-121.49,38.52,96800.0,955.0
4641,-118.3,34.06,270000.0,3906.0
1705,-122.29,37.94,190000.0,3637.0
6195,-117.89,34.09,181300.0,538.0
2571,-124.15,40.76,100600.0,1388.0
13170,-121.42,36.85,170800.0,677.0
476,-122.28,37.85,152700.0,1005.0
3769,-118.43,34.16,353600.0,1139.0
17524,-121.89,37.33,200000.0,467.0
11643,-118.06,33.82,213400.0,1568.0
19322,-123.0,38.51,153100.0,759.0
3860,-118.43,34.16,379700.0,1233.0
14429,-117.25,32.79,275000.0,455.0
3043,-119.26,35.5,78600.0,1133.0
6084,-117.89,34.09,188300.0,1005.0
11960,-117.43,33.91,138000.0,7540.0
17145,-122.18,37.44,500001.0,948.0
7700,-118.12,33.97,197400.0,471.0
10827,-117.92,33.68,244600.0,1397.0
7646,-118.27,33.81,165300.0,811.0
970,-121.89,37.67,300400.0,852.0
12863,-121.37,38.7,88200.0,1155.0
15230,-117.21,33.03,500001.0,1020.0
9892,-122.29,38.29,163100.0,1670.0
17687,-121.84,37.29,191900.0,2829.0
18636,-122.01,37.03,355300.0,2616.0
17002,-122.25,37.56,430300.0,3437.0
2935,-118.98,35.36,42700.0,1059.0
16890,-122.38,37.59,378100.0,613.0
15535,-117.14,33.12,264000.0,2662.0
7513,-118.26,33.9,111900.0,981.0
20263,-119.19,34.21,224500.0,1339.0
4489,-118.19,34.05,125000.0,276.0
3352,-120.96,40.28,64100.0,302.0
12324,-116.44,33.93,88400.0,1201.0
9397,-122.54,37.9,389200.0,1091.0
20574,-121.92,38.57,193800.0,898.0
4688,-118.35,34.07,500001.0,1157.0
14805,-117.17,32.68,187500.0,873.0
733,-122.14,37.68,210300.0,1424.0
15513,-117.03,33.18,212800.0,2732.0
4579,-118.28,34.07,177500.0,7221.0
13363,-117.64,33.99,181300.0,513.0
15139,-116.91,32.85,159500.0,2255.0
8398,-118.36,33.95,177500.0,2038.0
12059,-117.58,33.88,116100.0,1235.0
17139,-122.19,37.46,500001.0,2002.0
6141,-117.97,34.07,162500.0,1325.0
4472,-118.18,34.08,135500.0,1164.0
14840,-117.1,32.68,99600.0,900.0
12882,-121.34,38.67,118500.0,731.0
12613,-121.52,38.51,156900.0,2942.0
7462,-118.18,33.93,147200.0,949.0
1065,-121.85,39.74,85800.0,623.0
4702,-118.35,34.06,500001.0,1768.0
13820,-117.25,34.49,170900.0,1017.0
8180,-118.11,33.81,257900.0,776.0
7019,-118.09,33.97,164300.0,2033.0
15759,-122.44,37.77,438900.0,1428.0
13604,-117.26,34.16,98000.0,1715.0
7895,-118.08,33.85,288700.0,2621.0
11012,-117.83,33.77,203200.0,1342.0
6462,-118.06,34.1,283600.0,697.0
5916,-118.44,34.28,162500.0,24.0
9500,-123.69,38.9,95300.0,1140.0
1441,-122.02,37.98,161700.0,782.0
3710,-118.38,34.2,187500.0,1044.0
6246,-117.97,34.05,158000.0,746.0
8623,-118.38,33.88,456100.0,743.0
3000,-119.03,35.3,102900.0,447.0
19162,-122.69,38.34,165400.0,2146.0
2444,-119.6,36.56,54400.0,737.0
